"date","station","land_use","method","lengths"
"2005-05-21","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",35
"2005-07-15","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",40
"2005-11-12","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",40
"2006-05-16","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",40
"2006-08-24","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",30
"2006-09-28","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",40
"2007-04-11","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",40
"2007-06-20","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",40
"2007-10-08","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",40
"2007-11-27","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",40
"2008-04-15","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",40
"2008-06-19","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",30
"2008-08-18","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",40
"2011-04-06","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",40
"2012-01-16","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",40
"2013-09-08","IT-Lav","Evergreen needleleaf forests","Ford and Labosier",35
"2007-03-26","IT-Lav","Evergreen needleleaf forests","Pendergrass et al.",35
"2007-08-27","IT-Lav","Evergreen needleleaf forests","Pendergrass et al.",28
"2007-11-26","IT-Lav","Evergreen needleleaf forests","Pendergrass et al.",28
"2008-02-05","IT-Lav","Evergreen needleleaf forests","Pendergrass et al.",28
"2011-03-19","IT-Lav","Evergreen needleleaf forests","Pendergrass et al.",35
"2011-06-18","IT-Lav","Evergreen needleleaf forests","Pendergrass et al.",28
"2011-08-06","IT-Lav","Evergreen needleleaf forests","Pendergrass et al.",28
"2011-11-12","IT-Lav","Evergreen needleleaf forests","Pendergrass et al.",28
"2011-12-17","IT-Lav","Evergreen needleleaf forests","Pendergrass et al.",43
"2013-11-19","IT-Lav","Evergreen needleleaf forests","Pendergrass et al.",28
"2003-08-23","IT-Lav","Evergreen needleleaf forests","Noguera et al.",31
"2004-08-02","IT-Lav","Evergreen needleleaf forests","Noguera et al.",46
"2006-09-10","IT-Lav","Evergreen needleleaf forests","Noguera et al.",74
"2007-03-23","IT-Lav","Evergreen needleleaf forests","Noguera et al.",55
"2007-06-10","IT-Lav","Evergreen needleleaf forests","Noguera et al.",43
"2007-08-17","IT-Lav","Evergreen needleleaf forests","Noguera et al.",31
"2009-04-23","IT-Lav","Evergreen needleleaf forests","Noguera et al.",40
"2010-05-10","IT-Lav","Evergreen needleleaf forests","Noguera et al.",31
"2011-01-10","IT-Lav","Evergreen needleleaf forests","Noguera et al.",31
"2011-03-17","IT-Lav","Evergreen needleleaf forests","Noguera et al.",67
"2011-06-17","IT-Lav","Evergreen needleleaf forests","Noguera et al.",30
"2003-07-05","IT-Lav","Evergreen needleleaf forests","Christian et al.",40
"2003-08-24","IT-Lav","Evergreen needleleaf forests","Christian et al.",30
"2004-04-15","IT-Lav","Evergreen needleleaf forests","Christian et al.",60
"2005-05-01","IT-Lav","Evergreen needleleaf forests","Christian et al.",30
"2007-03-27","IT-Lav","Evergreen needleleaf forests","Christian et al.",50
"2011-02-25","IT-Lav","Evergreen needleleaf forests","Christian et al.",65
"2011-07-10","IT-Lav","Evergreen needleleaf forests","Christian et al.",50
"2012-02-15","IT-Lav","Evergreen needleleaf forests","Christian et al.",60
"2012-05-10","IT-Lav","Evergreen needleleaf forests","Christian et al.",55
"2012-08-08","IT-Lav","Evergreen needleleaf forests","Christian et al.",35
"2004-07-29","IT-Lav","Evergreen needleleaf forests","Osman et al.",85
"2004-12-16","IT-Lav","Evergreen needleleaf forests","Osman et al.",21
"2005-01-26","IT-Lav","Evergreen needleleaf forests","Osman et al.",90
"2005-07-15","IT-Lav","Evergreen needleleaf forests","Osman et al.",35
"2005-10-13","IT-Lav","Evergreen needleleaf forests","Osman et al.",65
"2006-05-01","IT-Lav","Evergreen needleleaf forests","Osman et al.",90
"2006-09-28","IT-Lav","Evergreen needleleaf forests","Osman et al.",120
"2007-04-11","IT-Lav","Evergreen needleleaf forests","Osman et al.",50
"2007-06-15","IT-Lav","Evergreen needleleaf forests","Osman et al.",55
"2007-12-07","IT-Lav","Evergreen needleleaf forests","Osman et al.",40
"2008-04-25","IT-Lav","Evergreen needleleaf forests","Osman et al.",25
"2008-09-27","IT-Lav","Evergreen needleleaf forests","Osman et al.",35
"2010-05-16","IT-Lav","Evergreen needleleaf forests","Osman et al.",30
"2011-04-01","IT-Lav","Evergreen needleleaf forests","Osman et al.",30
"2012-01-16","IT-Lav","Evergreen needleleaf forests","Osman et al.",55
"2013-07-15","IT-Lav","Evergreen needleleaf forests","Osman et al.",40
"2013-09-08","IT-Lav","Evergreen needleleaf forests","Osman et al.",25
"2003-09-03","IT-Lav","Evergreen needleleaf forests","Alencar et al.",28
"2004-08-12","IT-Lav","Evergreen needleleaf forests","Alencar et al.",28
"2007-03-26","IT-Lav","Evergreen needleleaf forests","Alencar et al.",56
"2007-06-25","IT-Lav","Evergreen needleleaf forests","Alencar et al.",42
"2009-04-30","IT-Lav","Evergreen needleleaf forests","Alencar et al.",35
"2011-03-19","IT-Lav","Evergreen needleleaf forests","Alencar et al.",56
"2012-06-17","IT-Lav","Evergreen needleleaf forests","Alencar et al.",28
"2004-05-10","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",70
"2004-07-24","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",25
"2005-05-16","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",30
"2005-06-30","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2006-05-11","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",30
"2006-08-19","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",30
"2006-09-23","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",25
"2007-04-06","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",25
"2007-05-31","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2007-10-03","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2008-04-10","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",35
"2008-06-14","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",30
"2008-08-13","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",25
"2011-03-27","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",35
"2013-09-03","IT-Lav","Evergreen needleleaf forests","Mod. Ford and Labosier",35
"2003-04-09","IT-Lav","Evergreen needleleaf forests","Multi-criteria",28
"2003-05-21","IT-Lav","Evergreen needleleaf forests","Multi-criteria",28
"2006-06-11","IT-Lav","Evergreen needleleaf forests","Multi-criteria",49
"2006-09-03","IT-Lav","Evergreen needleleaf forests","Multi-criteria",28
"2009-03-19","IT-Lav","Evergreen needleleaf forests","Multi-criteria",42
"2009-08-06","IT-Lav","Evergreen needleleaf forests","Multi-criteria",28
"2010-06-04","IT-Lav","Evergreen needleleaf forests","Multi-criteria",42
"2013-07-02","IT-Lav","Evergreen needleleaf forests","Multi-criteria",35
"2014-02-12","IT-Lav","Evergreen needleleaf forests","Multi-criteria",28
"2003-03-07","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2003-05-01","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2003-06-05","IT-MBo","Grasslands","Mo and Lettenmeier",10
"2003-08-04","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2003-12-02","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2004-02-05","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2005-05-26","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2005-08-29","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2005-11-07","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2006-06-20","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2006-07-20","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2006-09-03","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2006-10-28","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2006-11-07","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2007-01-11","IT-MBo","Grasslands","Mo and Lettenmeier",10
"2007-01-31","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2007-02-15","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2007-03-02","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2007-03-12","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2007-04-11","IT-MBo","Grasslands","Mo and Lettenmeier",20
"2007-05-06","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2007-05-21","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2007-07-15","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2008-02-20","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2008-10-12","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2008-12-21","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2009-05-16","IT-MBo","Grasslands","Mo and Lettenmeier",10
"2009-08-14","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2010-06-05","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2010-07-05","IT-MBo","Grasslands","Mo and Lettenmeier",10
"2011-02-05","IT-MBo","Grasslands","Mo and Lettenmeier",10
"2011-04-06","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2011-08-19","IT-MBo","Grasslands","Mo and Lettenmeier",10
"2011-09-13","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2011-09-23","IT-MBo","Grasslands","Mo and Lettenmeier",15
"2011-11-27","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2012-02-20","IT-MBo","Grasslands","Mo and Lettenmeier",10
"2012-03-21","IT-MBo","Grasslands","Mo and Lettenmeier",10
"2012-05-10","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2012-06-29","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2012-08-18","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2012-09-07","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2012-10-17","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2013-01-06","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2013-06-15","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2013-07-30","IT-MBo","Grasslands","Mo and Lettenmeier",10
"2013-09-23","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2013-10-18","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2013-11-07","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2013-12-02","IT-MBo","Grasslands","Mo and Lettenmeier",5
"2013-12-12","IT-MBo","Grasslands","Mo and Lettenmeier",10
"2007-01-01","IT-MBo","Grasslands","Ford and Labosier",40
"2008-09-12","IT-MBo","Grasslands","Ford and Labosier",40
"2008-11-06","IT-MBo","Grasslands","Ford and Labosier",40
"2009-05-01","IT-MBo","Grasslands","Ford and Labosier",40
"2009-08-14","IT-MBo","Grasslands","Ford and Labosier",35
"2010-06-25","IT-MBo","Grasslands","Ford and Labosier",35
"2010-08-19","IT-MBo","Grasslands","Ford and Labosier",25
"2010-10-08","IT-MBo","Grasslands","Ford and Labosier",25
"2011-04-01","IT-MBo","Grasslands","Ford and Labosier",40
"2011-06-15","IT-MBo","Grasslands","Ford and Labosier",40
"2011-08-24","IT-MBo","Grasslands","Ford and Labosier",35
"2011-11-12","IT-MBo","Grasslands","Ford and Labosier",40
"2013-07-05","IT-MBo","Grasslands","Ford and Labosier",40
"2013-10-28","IT-MBo","Grasslands","Ford and Labosier",30
"2003-02-19","IT-MBo","Grasslands","Pendergrass et al.",49
"2007-08-27","IT-MBo","Grasslands","Pendergrass et al.",28
"2007-11-26","IT-MBo","Grasslands","Pendergrass et al.",28
"2010-06-18","IT-MBo","Grasslands","Pendergrass et al.",28
"2011-07-30","IT-MBo","Grasslands","Pendergrass et al.",35
"2012-06-10","IT-MBo","Grasslands","Pendergrass et al.",28
"2004-08-02","IT-MBo","Grasslands","Noguera et al.",61
"2006-12-17","IT-MBo","Grasslands","Noguera et al.",31
"2007-11-23","IT-MBo","Grasslands","Noguera et al.",30
"2009-04-23","IT-MBo","Grasslands","Noguera et al.",30
"2010-06-17","IT-MBo","Grasslands","Noguera et al.",36
"2011-01-10","IT-MBo","Grasslands","Noguera et al.",31
"2011-03-17","IT-MBo","Grasslands","Noguera et al.",31
"2011-06-02","IT-MBo","Grasslands","Noguera et al.",30
"2011-08-10","IT-MBo","Grasslands","Noguera et al.",31
"2012-07-17","IT-MBo","Grasslands","Noguera et al.",31
"2013-06-10","IT-MBo","Grasslands","Noguera et al.",68
"2003-08-04","IT-MBo","Grasslands","Christian et al.",85
"2004-03-01","IT-MBo","Grasslands","Christian et al.",35
"2005-10-28","IT-MBo","Grasslands","Christian et al.",35
"2007-10-13","IT-MBo","Grasslands","Christian et al.",35
"2007-12-07","IT-MBo","Grasslands","Christian et al.",30
"2008-02-05","IT-MBo","Grasslands","Christian et al.",40
"2009-01-26","IT-MBo","Grasslands","Christian et al.",75
"2009-05-21","IT-MBo","Grasslands","Christian et al.",65
"2009-11-22","IT-MBo","Grasslands","Christian et al.",35
"2010-03-12","IT-MBo","Grasslands","Christian et al.",30
"2010-04-21","IT-MBo","Grasslands","Christian et al.",35
"2010-10-03","IT-MBo","Grasslands","Christian et al.",55
"2010-12-17","IT-MBo","Grasslands","Christian et al.",45
"2011-04-26","IT-MBo","Grasslands","Christian et al.",105
"2011-08-19","IT-MBo","Grasslands","Christian et al.",30
"2011-10-18","IT-MBo","Grasslands","Christian et al.",35
"2012-03-26","IT-MBo","Grasslands","Christian et al.",30
"2004-08-13","IT-MBo","Grasslands","Osman et al.",30
"2005-07-15","IT-MBo","Grasslands","Osman et al.",30
"2006-12-22","IT-MBo","Grasslands","Osman et al.",145
"2008-10-07","IT-MBo","Grasslands","Osman et al.",20
"2008-11-06","IT-MBo","Grasslands","Osman et al.",40
"2008-12-26","IT-MBo","Grasslands","Osman et al.",31
"2009-05-06","IT-MBo","Grasslands","Osman et al.",60
"2010-05-06","IT-MBo","Grasslands","Osman et al.",40
"2010-08-19","IT-MBo","Grasslands","Osman et al.",20
"2011-01-16","IT-MBo","Grasslands","Osman et al.",50
"2011-04-06","IT-MBo","Grasslands","Osman et al.",55
"2011-06-15","IT-MBo","Grasslands","Osman et al.",35
"2011-11-12","IT-MBo","Grasslands","Osman et al.",50
"2012-03-16","IT-MBo","Grasslands","Osman et al.",20
"2012-06-19","IT-MBo","Grasslands","Osman et al.",25
"2013-04-21","IT-MBo","Grasslands","Osman et al.",65
"2013-07-10","IT-MBo","Grasslands","Osman et al.",45
"2003-09-03","IT-MBo","Grasslands","Alencar et al.",42
"2004-09-02","IT-MBo","Grasslands","Alencar et al.",28
"2007-04-02","IT-MBo","Grasslands","Alencar et al.",28
"2009-05-21","IT-MBo","Grasslands","Alencar et al.",28
"2009-08-13","IT-MBo","Grasslands","Alencar et al.",28
"2010-05-14","IT-MBo","Grasslands","Alencar et al.",77
"2011-03-19","IT-MBo","Grasslands","Alencar et al.",56
"2011-08-06","IT-MBo","Grasslands","Alencar et al.",42
"2013-07-09","IT-MBo","Grasslands","Alencar et al.",35
"2008-09-07","IT-MBo","Grasslands","Mod. Ford and Labosier",30
"2009-04-26","IT-MBo","Grasslands","Mod. Ford and Labosier",40
"2009-08-09","IT-MBo","Grasslands","Mod. Ford and Labosier",35
"2010-06-20","IT-MBo","Grasslands","Mod. Ford and Labosier",35
"2010-08-14","IT-MBo","Grasslands","Mod. Ford and Labosier",25
"2010-10-03","IT-MBo","Grasslands","Mod. Ford and Labosier",25
"2011-03-27","IT-MBo","Grasslands","Mod. Ford and Labosier",30
"2011-06-05","IT-MBo","Grasslands","Mod. Ford and Labosier",40
"2011-08-19","IT-MBo","Grasslands","Mod. Ford and Labosier",35
"2013-06-30","IT-MBo","Grasslands","Mod. Ford and Labosier",40
"2003-04-09","IT-MBo","Grasslands","Multi-criteria",28
"2003-05-21","IT-MBo","Grasslands","Multi-criteria",28
"2006-06-11","IT-MBo","Grasslands","Multi-criteria",49
"2006-09-03","IT-MBo","Grasslands","Multi-criteria",28
"2009-03-19","IT-MBo","Grasslands","Multi-criteria",42
"2009-08-06","IT-MBo","Grasslands","Multi-criteria",28
"2010-06-04","IT-MBo","Grasslands","Multi-criteria",42
"2013-07-02","IT-MBo","Grasslands","Multi-criteria",35
"2005-05-26","IT-Noe","Closed shrublands","Mo and Lettenmeier",5
"2006-10-23","IT-Noe","Closed shrublands","Mo and Lettenmeier",10
"2007-01-01","IT-Noe","Closed shrublands","Mo and Lettenmeier",5
"2007-02-10","IT-Noe","Closed shrublands","Mo and Lettenmeier",5
"2007-02-25","IT-Noe","Closed shrublands","Mo and Lettenmeier",5
"2007-04-21","IT-Noe","Closed shrublands","Mo and Lettenmeier",5
"2011-04-06","IT-Noe","Closed shrublands","Mo and Lettenmeier",5
"2011-12-02","IT-Noe","Closed shrublands","Mo and Lettenmeier",5
"2012-05-10","IT-Noe","Closed shrublands","Mo and Lettenmeier",5
"2012-05-30","IT-Noe","Closed shrublands","Mo and Lettenmeier",5
"2012-10-17","IT-Noe","Closed shrublands","Mo and Lettenmeier",5
"2004-01-31","IT-Noe","Closed shrublands","Ford and Labosier",40
"2004-05-25","IT-Noe","Closed shrublands","Ford and Labosier",40
"2005-05-01","IT-Noe","Closed shrublands","Ford and Labosier",35
"2005-10-23","IT-Noe","Closed shrublands","Ford and Labosier",40
"2006-04-06","IT-Noe","Closed shrublands","Ford and Labosier",40
"2006-06-05","IT-Noe","Closed shrublands","Ford and Labosier",35
"2006-10-28","IT-Noe","Closed shrublands","Ford and Labosier",40
"2007-03-02","IT-Noe","Closed shrublands","Ford and Labosier",40
"2007-05-06","IT-Noe","Closed shrublands","Ford and Labosier",40
"2007-11-07","IT-Noe","Closed shrublands","Ford and Labosier",40
"2008-01-21","IT-Noe","Closed shrublands","Ford and Labosier",40
"2008-09-22","IT-Noe","Closed shrublands","Ford and Labosier",40
"2011-10-03","IT-Noe","Closed shrublands","Ford and Labosier",40
"2012-03-31","IT-Noe","Closed shrublands","Ford and Labosier",25
"2013-12-07","IT-Noe","Closed shrublands","Ford and Labosier",40
"2014-02-15","IT-Noe","Closed shrublands","Ford and Labosier",40
"2006-07-02","IT-Noe","Closed shrublands","Pendergrass et al.",35
"2007-08-27","IT-Noe","Closed shrublands","Pendergrass et al.",28
"2008-06-10","IT-Noe","Closed shrublands","Pendergrass et al.",35
"2011-07-30","IT-Noe","Closed shrublands","Pendergrass et al.",56
"2004-05-10","IT-Noe","Closed shrublands","Noguera et al.",53
"2004-08-02","IT-Noe","Closed shrublands","Noguera et al.",39
"2005-05-17","IT-Noe","Closed shrublands","Noguera et al.",54
"2006-03-02","IT-Noe","Closed shrublands","Noguera et al.",92
"2006-10-02","IT-Noe","Closed shrublands","Noguera et al.",52
"2007-06-10","IT-Noe","Closed shrublands","Noguera et al.",30
"2008-06-10","IT-Noe","Closed shrublands","Noguera et al.",84
"2009-01-23","IT-Noe","Closed shrublands","Noguera et al.",31
"2009-04-23","IT-Noe","Closed shrublands","Noguera et al.",30
"2009-06-02","IT-Noe","Closed shrublands","Noguera et al.",38
"2009-07-17","IT-Noe","Closed shrublands","Noguera et al.",47
"2010-07-02","IT-Noe","Closed shrublands","Noguera et al.",31
"2010-08-10","IT-Noe","Closed shrublands","Noguera et al.",44
"2011-06-17","IT-Noe","Closed shrublands","Noguera et al.",36
"2011-08-02","IT-Noe","Closed shrublands","Noguera et al.",46
"2011-12-10","IT-Noe","Closed shrublands","Noguera et al.",38
"2012-02-10","IT-Noe","Closed shrublands","Noguera et al.",60
"2012-05-17","IT-Noe","Closed shrublands","Noguera et al.",54
"2013-06-17","IT-Noe","Closed shrublands","Noguera et al.",61
"2013-11-17","IT-Noe","Closed shrublands","Noguera et al.",46
"2014-05-02","IT-Noe","Closed shrublands","Noguera et al.",39
"2014-06-17","IT-Noe","Closed shrublands","Noguera et al.",36
"2014-08-02","IT-Noe","Closed shrublands","Noguera et al.",39
"2004-07-14","IT-Noe","Closed shrublands","Christian et al.",30
"2004-08-23","IT-Noe","Closed shrublands","Christian et al.",30
"2005-05-21","IT-Noe","Closed shrublands","Christian et al.",30
"2006-01-06","IT-Noe","Closed shrublands","Christian et al.",85
"2006-06-20","IT-Noe","Closed shrublands","Christian et al.",35
"2007-01-01","IT-Noe","Closed shrublands","Christian et al.",40
"2007-07-05","IT-Noe","Closed shrublands","Christian et al.",30
"2009-01-21","IT-Noe","Closed shrublands","Christian et al.",35
"2010-12-07","IT-Noe","Closed shrublands","Christian et al.",40
"2011-04-06","IT-Noe","Closed shrublands","Christian et al.",65
"2011-09-08","IT-Noe","Closed shrublands","Christian et al.",30
"2011-12-22","IT-Noe","Closed shrublands","Christian et al.",45
"2013-11-27","IT-Noe","Closed shrublands","Christian et al.",40
"2014-02-10","IT-Noe","Closed shrublands","Christian et al.",60
"2014-09-28","IT-Noe","Closed shrublands","Christian et al.",70
"2004-02-05","IT-Noe","Closed shrublands","Osman et al.",55
"2004-05-15","IT-Noe","Closed shrublands","Osman et al.",155
"2005-05-21","IT-Noe","Closed shrublands","Osman et al.",130
"2005-10-13","IT-Noe","Closed shrublands","Osman et al.",45
"2006-03-27","IT-Noe","Closed shrublands","Osman et al.",65
"2006-10-28","IT-Noe","Closed shrublands","Osman et al.",55
"2007-01-01","IT-Noe","Closed shrublands","Osman et al.",40
"2007-02-25","IT-Noe","Closed shrublands","Osman et al.",35
"2007-05-06","IT-Noe","Closed shrublands","Osman et al.",20
"2007-11-22","IT-Noe","Closed shrublands","Osman et al.",45
"2008-01-21","IT-Noe","Closed shrublands","Osman et al.",120
"2011-09-18","IT-Noe","Closed shrublands","Osman et al.",45
"2011-12-22","IT-Noe","Closed shrublands","Osman et al.",40
"2012-02-15","IT-Noe","Closed shrublands","Osman et al.",60
"2013-12-02","IT-Noe","Closed shrublands","Osman et al.",45
"2006-03-19","IT-Noe","Closed shrublands","Alencar et al.",49
"2008-04-01","IT-Noe","Closed shrublands","Alencar et al.",28
"2008-07-22","IT-Noe","Closed shrublands","Alencar et al.",28
"2009-04-30","IT-Noe","Closed shrublands","Alencar et al.",28
"2009-07-23","IT-Noe","Closed shrublands","Alencar et al.",28
"2011-07-30","IT-Noe","Closed shrublands","Alencar et al.",63
"2012-03-04","IT-Noe","Closed shrublands","Alencar et al.",35
"2013-07-16","IT-Noe","Closed shrublands","Alencar et al.",35
"2004-05-10","IT-Noe","Closed shrublands","Mod. Ford and Labosier",35
"2005-04-16","IT-Noe","Closed shrublands","Mod. Ford and Labosier",35
"2006-03-22","IT-Noe","Closed shrublands","Mod. Ford and Labosier",35
"2006-05-31","IT-Noe","Closed shrublands","Mod. Ford and Labosier",35
"2007-05-01","IT-Noe","Closed shrublands","Mod. Ford and Labosier",35
"2008-09-12","IT-Noe","Closed shrublands","Mod. Ford and Labosier",35
"2011-09-28","IT-Noe","Closed shrublands","Mod. Ford and Labosier",40
"2012-03-26","IT-Noe","Closed shrublands","Mod. Ford and Labosier",25
"2006-06-11","IT-Noe","Closed shrublands","Multi-criteria",49
"2006-09-03","IT-Noe","Closed shrublands","Multi-criteria",28
"2009-03-19","IT-Noe","Closed shrublands","Multi-criteria",42
"2009-08-06","IT-Noe","Closed shrublands","Multi-criteria",28
"2010-06-04","IT-Noe","Closed shrublands","Multi-criteria",42
"2013-07-02","IT-Noe","Closed shrublands","Multi-criteria",35
"2014-02-12","IT-Noe","Closed shrublands","Multi-criteria",28
"2000-02-05","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2002-03-07","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2002-06-20","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2003-03-07","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2003-05-06","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2003-05-31","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",15
"2003-07-10","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2003-08-04","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",15
"2003-08-24","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2003-09-18","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2003-11-17","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2003-12-02","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2004-12-06","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2005-01-06","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2005-03-17","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2005-04-26","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2005-05-26","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2005-11-07","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2006-07-15","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2006-09-03","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2006-09-23","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2006-10-08","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-03-12","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-04-06","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",20
"2007-07-15","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-10-03","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2008-02-20","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2008-05-25","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2010-06-05","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2010-06-30","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",20
"2011-04-01","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2011-08-19","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-09-08","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2011-09-23","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2011-11-27","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2012-02-25","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2012-03-11","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2012-03-21","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2012-06-29","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2012-08-18","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2012-09-07","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2012-10-17","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2013-01-06","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-05-01","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-06-15","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-07-05","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-07-25","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",15
